target_kind,complexity,noise_std,model,dim,eig_idx,budget,selected_lr,median_test_rmse,q25_test_rmse,q75_test_rmse,mean_test_rmse,n
general,9,0.0,unconstrained,5,2,200,0.0372759372031493,0.737135261297226,0.6945247203111649,0.7768245339393616,0.7394703043003877,96
general,9,0.0,unconstrained,5,2,500,0.0372759372031493,0.6893879473209381,0.6578522771596909,0.7298940718173981,0.6975715731581053,96
general,9,0.0,unconstrained,9,4,1,0.0372759372031493,1.0069761276245117,0.9393786638975143,1.0598592162132263,1.0119832934190829,96
general,9,0.0,unconstrained,9,4,2,0.0372759372031493,0.9474799931049347,0.8800108730792999,1.0015076696872711,0.9485027945290009,96
general,9,0.0,unconstrained,9,4,5,0.0372759372031493,0.8969743251800537,0.8405973315238953,0.9509046375751495,0.8950039384265741,96
general,9,0.0,unconstrained,9,4,10,0.0372759372031493,0.853156566619873,0.806748241186142,0.9073344767093658,0.8548980889221033,96
general,9,0.0,unconstrained,9,4,20,0.0372759372031493,0.8048882186412811,0.7545306235551834,0.8595407754182816,0.8048770868529876,96
general,9,0.0,unconstrained,9,4,50,0.0372759372031493,0.741964191198349,0.6970473825931549,0.8059055507183075,0.7507170060028633,96
general,9,0.0,unconstrained,9,4,100,0.0372759372031493,0.6894450485706329,0.6347277462482452,0.744768962264061,0.6966117142389218,96
general,9,0.0,unconstrained,9,4,200,0.0372759372031493,0.6496495306491852,0.6052005738019943,0.6898991167545319,0.6475967305401961,96
general,9,0.0,unconstrained,9,4,500,0.0372759372031493,0.5624803304672241,0.5119809508323669,0.6005337983369827,0.5582616524770856,96
general,9,0.0,unconstrained,15,7,1,0.0372759372031493,0.9579130709171295,0.8941827416419983,1.01552352309227,0.9637949150055647,96
general,9,0.0,unconstrained,15,7,2,0.0372759372031493,0.9164011478424072,0.85702845454216,0.9710252732038499,0.9165966088573138,96
general,9,0.0,unconstrained,15,7,5,0.0138949549437313,0.8445722758769989,0.7889883071184158,0.9096917062997818,0.8493130424370369,96
general,9,0.0,unconstrained,15,7,10,0.0138949549437313,0.8065178096294403,0.750379279255867,0.8513239622116089,0.8026683069765568,96
general,9,0.0,unconstrained,15,7,20,0.0138949549437313,0.7611388266086578,0.7132235169410706,0.8122401088476181,0.7647410233815511,96
general,9,0.0,unconstrained,15,7,50,0.0138949549437313,0.692616730928421,0.6463575065135956,0.7491267174482346,0.6986816724141439,96
general,9,0.0,unconstrained,15,7,100,0.0138949549437313,0.6399581432342529,0.5890169441699982,0.6892865598201752,0.6465297061949968,96
general,9,0.0,unconstrained,15,7,200,0.0138949549437313,0.5824075043201447,0.5420980304479599,0.6393294483423233,0.5896833970521888,96
general,9,0.0,unconstrained,15,7,500,0.0138949549437313,0.4861820638179779,0.4472969621419906,0.5371817648410797,0.4918480139846603,96
general,9,0.1,unconstrained,5,2,1,0.0372759372031493,1.0769115090370178,1.022039383649826,1.175974428653717,1.0922172497957945,96
general,9,0.1,unconstrained,5,2,2,0.0372759372031493,1.0148689150810242,0.940408557653427,1.070490837097168,1.0126903379956882,96
general,9,0.1,unconstrained,5,2,5,0.0372759372031493,0.9135881066322327,0.8660416901111603,0.9853497147560119,0.9231096760680279,96
general,9,0.1,unconstrained,5,2,10,0.0372759372031493,0.8841794729232788,0.825475424528122,0.9394102990627289,0.8854165387650331,96
general,9,0.1,unconstrained,5,2,20,0.0372759372031493,0.8435190618038177,0.7958615571260452,0.9008334130048753,0.8484671507030725,96
general,9,0.1,unconstrained,5,2,50,0.0372759372031493,0.7976900339126587,0.7497928589582443,0.8555396497249603,0.8044885968168577,96
general,9,0.1,unconstrained,5,2,100,0.0372759372031493,0.7684198915958405,0.7230331748723984,0.8136122524738312,0.7689728836218516,96
general,9,0.1,unconstrained,5,2,200,0.0372759372031493,0.7376311719417572,0.6935709416866302,0.7718160897493362,0.7370714793602625,96
general,9,0.1,unconstrained,5,2,500,0.0372759372031493,0.6885466873645782,0.6607441157102585,0.7389359325170517,0.6990622909118732,96
