protocol,optimizer,split_seed,phase,train_size,data_seed,model,dim,rank,parameters_per_identity,num_parameters,lr,init_seed,val_rmse,val_warm_fraction,test_rmse,test_warm_fraction
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,7,0,28,4626664,0.039810717055349734,0,1.025387890471399,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,7,0,28,4626664,0.039810717055349734,1,1.0272188546680372,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,7,0,28,4626664,0.039810717055349734,2,1.0255184788364489,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,7,0,28,4626664,0.039810717055349734,3,1.0262396343464246,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,7,0,28,4626664,0.1,0,1.302662761522098,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,7,0,28,4626664,0.1,1,1.305128976248063,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,7,0,28,4626664,0.1,2,1.3021019798895332,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,7,0,28,4626664,0.1,3,1.2999200672847193,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.001,0,0.8176727312034339,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.001,1,0.819612640726676,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.001,2,0.8186517231788425,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.001,3,0.8197363956240267,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.0025118864315095794,0,0.7922384377842467,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.0025118864315095794,1,0.7922459555583297,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.0025118864315095794,2,0.7922401373311218,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.0025118864315095794,3,0.7921014229704618,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.00630957344480193,0,0.8079874224201024,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.00630957344480193,1,0.8077388208437244,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.00630957344480193,2,0.8079152686775143,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.00630957344480193,3,0.8078101394141288,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.01584893192461114,0,0.9133347494940857,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.01584893192461114,1,0.9122835333922418,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.01584893192461114,2,0.9127209304243578,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.01584893192461114,3,0.912557345446049,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.039810717055349734,0,1.6777966835320959,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.039810717055349734,1,1.6751975873288225,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.039810717055349734,2,1.6711852528873508,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.039810717055349734,3,1.6700361988990398,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.1,0,8.472104796186576,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.1,1,8.491426687262532,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.1,2,8.510328944101515,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,fm,11,65,66,10905643,0.1,3,8.509807803964176,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.001,0,0.9121325182323032,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.001,1,0.9142701401663424,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.001,2,0.9132522867774429,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.001,3,0.9162396016771039,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.0025118864315095794,0,0.8831917241571771,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.0025118864315095794,1,0.8838784631387135,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.0025118864315095794,2,0.8832591520306525,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.0025118864315095794,3,0.8848612514308627,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.00630957344480193,0,0.8841101218042805,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.00630957344480193,1,0.8835238954414147,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.00630957344480193,2,0.882557094394955,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.00630957344480193,3,0.8833243250192072,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.01584893192461114,0,0.9320356747106113,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.01584893192461114,1,0.9324804749411431,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.01584893192461114,2,0.9321470613908615,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.01584893192461114,3,0.9313306866309686,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.039810717055349734,0,1.1396474094421754,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.039810717055349734,1,1.1411659532184162,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.039810717055349734,2,1.1406135729669427,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.039810717055349734,3,1.139920300480162,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.1,0,1.790501617637583,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.1,1,1.793532870156606,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.1,2,1.7944586611416806,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,tuning,15800000,0,spectral,11,0,66,10905708,0.1,3,1.8010882533370849,0.9999959825259969,,
one_pass_random_prefix,adam+sparseadam,0,evaluation,1048576,1,fm,3,5,6,991423,0.00630957344480193,4,,,0.9346925021514079,0.9762438737939733
one_pass_random_prefix,adam+sparseadam,0,evaluation,2097152,1,fm,3,5,6,991423,0.00630957344480193,4,,,0.8964640158157637,0.994910890887464
one_pass_random_prefix,adam+sparseadam,0,evaluation,4194304,1,fm,3,5,6,991423,0.00630957344480193,4,,,0.8620280407968388,0.9991960225908924
one_pass_random_prefix,adam+sparseadam,0,evaluation,8388608,1,fm,3,5,6,991423,0.00630957344480193,4,,,0.8385534858228967,0.9997638498201233
one_pass_random_prefix,adam+sparseadam,0,evaluation,15800000,1,fm,3,5,6,991423,0.00630957344480193,4,,,0.8178364993414261,0.9999990301840662
one_pass_random_prefix,adam+sparseadam,0,evaluation,1048576,1,fm,3,5,6,991423,0.00630957344480193,5,,,0.93440847635951,0.9762438737939733
one_pass_random_prefix,adam+sparseadam,0,evaluation,2097152,1,fm,3,5,6,991423,0.00630957344480193,5,,,0.8973857816589508,0.994910890887464
one_pass_random_prefix,adam+sparseadam,0,evaluation,4194304,1,fm,3,5,6,991423,0.00630957344480193,5,,,0.8636568238758127,0.9991960225908924
one_pass_random_prefix,adam+sparseadam,0,evaluation,8388608,1,fm,3,5,6,991423,0.00630957344480193,5,,,0.8404777646715227,0.9997638498201233
one_pass_random_prefix,adam+sparseadam,0,evaluation,15800000,1,fm,3,5,6,991423,0.00630957344480193,5,,,0.8211126113279784,0.9999990301840662
one_pass_random_prefix,adam+sparseadam,0,evaluation,1048576,1,fm,3,5,6,991423,0.00630957344480193,6,,,0.9344944793197176,0.9762438737939733
one_pass_random_prefix,adam+sparseadam,0,evaluation,2097152,1,fm,3,5,6,991423,0.00630957344480193,6,,,0.8915436861833478,0.994910890887464
one_pass_random_prefix,adam+sparseadam,0,evaluation,4194304,1,fm,3,5,6,991423,0.00630957344480193,6,,,0.8595232437608579,0.9991960225908924
one_pass_random_prefix,adam+sparseadam,0,evaluation,8388608,1,fm,3,5,6,991423,0.00630957344480193,6,,,0.8350462544992956,0.9997638498201233
one_pass_random_prefix,adam+sparseadam,0,evaluation,15800000,1,fm,3,5,6,991423,0.00630957344480193,6,,,0.8149647167937907,0.9999990301840662
one_pass_random_prefix,adam+sparseadam,0,evaluation,1048576,1,fm,3,5,6,991423,0.00630957344480193,7,,,0.9352844222675321,0.9762438737939733
