target_kind,complexity,noise_std,model,dim,eig_idx,budget,selected_lr,median_test_rmse,q25_test_rmse,q75_test_rmse,mean_test_rmse,n
general,20,0.0,unconstrained,9,4,5,0.1,0.8173952102661133,0.7245329320430756,0.9499381929636003,0.83572685221831,96
general,20,0.0,unconstrained,9,4,10,0.1,0.7687919735908508,0.6783559322357178,0.8624967634677887,0.7724679196253419,96
general,20,0.0,unconstrained,9,4,20,0.0372759372031493,0.7241484820842743,0.6322329491376877,0.8116672337055206,0.7232189097752174,96
general,20,0.0,unconstrained,9,4,50,0.1,0.6698323488235474,0.5567090958356857,0.7419456839561462,0.6596112024659911,96
general,20,0.0,unconstrained,9,4,100,0.1,0.628366619348526,0.49518330395221705,0.7295928597450256,0.6161733713621894,96
general,20,0.0,unconstrained,9,4,200,0.0372759372031493,0.5772702395915985,0.450343869626522,0.6778525412082672,0.5674529438838363,96
general,20,0.0,unconstrained,9,4,500,0.1,0.4521578401327133,0.39875451475381846,0.5603866726160049,0.47522199464341003,96
general,20,0.0,unconstrained,15,7,1,0.0372759372031493,0.8926891684532166,0.7872517704963684,1.0207509398460388,0.903940080354611,96
general,20,0.0,unconstrained,15,7,2,0.0372759372031493,0.8224806487560272,0.7522940933704376,0.9645034819841386,0.8537743824223677,96
general,20,0.0,unconstrained,15,7,5,0.0372759372031493,0.7794435918331146,0.6881335973739624,0.9176936745643616,0.7977698538452387,96
general,20,0.0,unconstrained,15,7,10,0.0372759372031493,0.7384756207466125,0.6397553980350494,0.8551985919475555,0.7410800158977509,96
general,20,0.0,unconstrained,15,7,20,0.0372759372031493,0.6910225450992584,0.588783398270607,0.7805434167385101,0.6814428828656673,96
general,20,0.0,unconstrained,15,7,50,0.1,0.6221682727336884,0.5005309730768204,0.7152354568243027,0.617276545924445,96
general,20,0.0,unconstrained,15,7,100,0.0372759372031493,0.572809100151062,0.44510964304208755,0.6685158759355545,0.5667054501051704,96
general,20,0.0,unconstrained,15,7,200,0.1,0.5073270946741104,0.4216956868767738,0.6250700205564499,0.5201229406520724,96
general,20,0.0,unconstrained,15,7,500,0.0372759372031493,0.3971223384141922,0.3078301325440406,0.4850446060299873,0.41060773174588877,96
monotone,5,0.0,monotone,5,2,1,0.1,0.8377957940101624,0.6651109308004379,0.9169167280197142,0.8082696720957756,96
monotone,5,0.0,monotone,5,2,2,0.1,0.6423312723636627,0.5322228372097015,0.738774374127388,0.6384616357584795,96
monotone,5,0.0,monotone,5,2,5,0.1,0.34047478437423706,0.24032339081168166,0.43167723715305323,0.348219978545482,96
monotone,5,0.0,monotone,5,2,10,0.1,0.20777148753404615,0.18295463547110555,0.28020673990249634,0.2266967470447222,96
monotone,5,0.0,monotone,5,2,20,0.1,0.19493280351161957,0.16513061895966527,0.24499784409999845,0.20578005801265434,96
monotone,5,0.0,monotone,5,2,50,0.0372759372031493,0.12869001924991605,0.10063550435006613,0.16148619353771207,0.13695123011711982,96
monotone,5,0.0,monotone,5,2,100,0.0372759372031493,0.08728645369410509,0.05802665743976825,0.13782339915633196,0.10066525929141786,96
monotone,5,0.0,monotone,5,2,200,0.1,0.0450571402907371,0.029294981155544474,0.09240805171430103,0.06564475993703425,96
monotone,5,0.0,monotone,5,2,500,0.1,0.02362320013344285,0.013876891462132276,0.0334665449336171,0.03856434555442922,96
monotone,5,0.0,monotone,9,4,1,0.1,0.7917210459709167,0.6963396817445755,0.883924812078476,0.8026873730123043,96
monotone,5,0.0,monotone,9,4,2,0.1,0.6351101696491241,0.5596892535686493,0.7398264855146408,0.6541479437922438,96
