protocol,optimizer,split_seed,phase,train_size,data_seed,model,dim,rank,parameters_per_identity,num_parameters,lr,init_seed,val_rmse,val_warm_fraction,test_rmse,test_warm_fraction
one_pass_random_prefix,adam+sparseadam,0,evaluation,1048576,1,spectral,7,0,28,4626664,0.01,2,,,0.9680437113388057,0.9762438737939733
one_pass_random_prefix,adam+sparseadam,0,evaluation,4194304,1,spectral,7,0,28,4626664,0.01,2,,,0.9140980466471486,0.9991960225908924
one_pass_random_prefix,adam+sparseadam,0,evaluation,262144,1,spectral,7,0,28,4626664,0.01,3,,,1.0436770063742085,0.8484032223104216
one_pass_random_prefix,adam+sparseadam,0,evaluation,1048576,1,spectral,7,0,28,4626664,0.01,3,,,0.9655130980002495,0.9762438737939733
one_pass_random_prefix,adam+sparseadam,0,evaluation,4194304,1,spectral,7,0,28,4626664,0.01,3,,,0.913782291289504,0.9991960225908924
one_pass_random_prefix,adam+sparseadam,0,evaluation,262144,2,spectral,7,0,28,4626664,0.01,2,,,1.0604123871936404,0.8484007977705871
one_pass_random_prefix,adam+sparseadam,0,evaluation,1048576,2,spectral,7,0,28,4626664,0.01,2,,,0.9676479764713944,0.9767947292443631
one_pass_random_prefix,adam+sparseadam,0,evaluation,4194304,2,spectral,7,0,28,4626664,0.01,2,,,0.9138411418996906,0.9991649884810112
one_pass_random_prefix,adam+sparseadam,0,evaluation,262144,2,spectral,7,0,28,4626664,0.01,3,,,1.0447542986486913,0.8484007977705871
one_pass_random_prefix,adam+sparseadam,0,evaluation,1048576,2,spectral,7,0,28,4626664,0.01,3,,,0.9652716313158717,0.9767947292443631
one_pass_random_prefix,adam+sparseadam,0,evaluation,4194304,2,spectral,7,0,28,4626664,0.01,3,,,0.9133572313903173,0.9991649884810112
