target_kind,complexity,target_seed,noise_std,model,dim,eig_idx,lr,init_seed,step,train_rmse,val_rmse,test_rmse,seconds
monotone,5,0,0.0,monotone,5,2,0.1,0,20,0.13488991558551788,0.13937458395957947,0.14139436185359955,0.03437962499447167
monotone,5,0,0.0,monotone,5,2,0.1,0,50,0.14961589872837067,0.1473238319158554,0.1493474543094635,0.0480026250006631
monotone,5,0,0.0,monotone,5,2,0.1,0,100,0.14285022020339966,0.1391306072473526,0.1411978155374527,0.06578616704791784
monotone,5,0,0.0,monotone,5,2,0.1,0,200,0.13233357667922974,0.1389005482196808,0.1409376561641693,0.09343241702299565
monotone,5,0,0.0,monotone,5,2,0.1,1,1,0.8863552808761597,0.7883877158164978,0.791384756565094,0.00026758399326354265
monotone,5,0,0.0,monotone,5,2,0.1,1,2,0.7872715592384338,0.5656870007514954,0.5685622692108154,0.008785333950072527
monotone,5,0,0.0,monotone,5,2,0.1,1,5,0.33580589294433594,0.32319095730781555,0.32326796650886536,0.01732674997765571
monotone,5,0,0.0,monotone,5,2,0.1,1,10,0.163776233792305,0.1820577085018158,0.18392729759216309,0.0260789169697091
monotone,5,0,0.0,monotone,5,2,0.1,1,20,0.22262217104434967,0.19946642220020294,0.2008010596036911,0.03629679197911173
monotone,5,0,0.0,monotone,5,2,0.1,1,50,0.15380996465682983,0.14253948628902435,0.14455494284629822,0.05081479193177074
monotone,5,0,0.0,monotone,5,2,0.1,1,100,0.14354035258293152,0.1510220468044281,0.1530231237411499,0.06956333399284631
monotone,5,0,0.0,monotone,5,2,0.1,1,200,0.06327250599861145,0.07307092100381851,0.07334946095943451,0.09838633402250707
monotone,5,0,0.0,unconstrained,9,4,0.0001,0,1,1.9542012214660645,1.906956672668457,1.905701994895935,0.00047883298248052597
monotone,5,0,0.0,unconstrained,9,4,0.0001,0,2,1.9477362632751465,1.9055715799331665,1.9043145179748535,0.021076292032375932
monotone,5,0,0.0,unconstrained,9,4,0.0001,0,5,1.9346877336502075,1.9015008211135864,1.9002331495285034,0.04212366696447134
monotone,5,0,0.0,unconstrained,9,4,0.0001,0,10,1.7964705228805542,1.8947583436965942,1.8934723138809204,0.06372812506742775
monotone,5,0,0.0,unconstrained,9,4,0.0001,0,20,1.8982099294662476,1.8815363645553589,1.8802194595336914,0.08313949999865144
monotone,5,0,0.0,unconstrained,9,4,0.0001,0,50,1.7108441591262817,1.8404228687286377,1.8390381336212158,0.10826579201966524
monotone,5,0,0.0,unconstrained,9,4,0.0001,0,100,1.6693487167358398,1.7729816436767578,1.771512508392334,0.13953237503301352
monotone,5,0,0.0,unconstrained,9,4,0.0001,0,200,1.848650574684143,1.6411463022232056,1.6395225524902344,0.18451562500558794
monotone,5,0,0.0,unconstrained,9,4,0.0001,1,1,0.4480660557746887,0.4094848334789276,0.411006897687912,0.0005142500158399343
monotone,5,0,0.0,unconstrained,9,4,0.0001,1,2,0.36307767033576965,0.4086453914642334,0.41016706824302673,0.017348833032883704
