protocol,preprocessor_sample_size,preprocessor_seed,train_size,data_seed,model,matrix_dim,eig_idx,fm_rank,parameters_per_feature,num_parameters,lr,init_seed,train_logloss,val_logloss,val_brier,test_logloss,test_brier,elapsed_seconds
one_pass,3667249,0,1024,0,linear,0,-1,0,1,9985,0.01,0,0.6185124814510345,0.5746372954195593,0.19272880671750886,0.5786748369855523,0.19465532460930401,19.138202875037678
one_pass,3667249,0,1024,0,fm,0,-1,5,6,59905,0.01,0,0.6250151693820953,0.5740569906276878,0.1924779820231797,0.5780878800690965,0.19440092255124883,20.289989082957618
one_pass,3667249,0,1024,0,spectral,3,1,0,6,59910,0.01,0,0.6696719974279404,0.6096689527591543,0.20929907013299176,0.6133165254798195,0.21095857324858028,21.161911583971232
