protocol,optimizer,preprocessor_sample_size,preprocessor_seed,train_size,data_seed,model,preprocessing,matrix_dim,eig_idx,fm_rank,parameters_per_feature,num_parameters,lr,init_seed,train_logloss,val_logloss,val_brier,test_logloss,test_brier,elapsed_seconds
one_pass,adam,3667249,0,262144,0,spectral-old,bucket,5,2,0,15,19169295,0.01,1,0.5134498248808086,0.4853943065634022,0.15852085138824878,0.49100148587801246,0.16057359863273155,51.31370595796034
one_pass,adam,3667249,0,4194304,0,spectral-old,bucket,5,2,0,15,19169295,0.01,1,0.48593788041034713,0.4862732913857828,0.15818646536719555,,,124.46516683301888
one_pass,adam,3667249,0,16384,0,spectral-old,bucket,5,2,0,15,19169295,0.1,0,0.8495923578739166,0.7269206718347118,0.19845686639486132,,,24.08288495906163
one_pass,adam,3667249,0,262144,0,spectral-old,bucket,5,2,0,15,19169295,0.1,0,0.7055531581863761,0.7060800848716369,0.1989118508577011,,,51.247111000004224
one_pass,adam,3667249,0,4194304,0,spectral-old,bucket,5,2,0,15,19169295,0.1,0,0.6053254386642948,0.5862219622885411,0.1813034210609111,,,124.0437072920613
one_pass,adam,3667249,0,16384,0,spectral-old,bucket,5,2,0,15,19169295,0.1,1,0.8071362525224686,0.8985362233095828,0.21637480160239567,,,23.48934691597242
one_pass,adam,3667249,0,262144,0,spectral-old,bucket,5,2,0,15,19169295,0.1,1,0.671019478701055,0.5837873341712572,0.1817687967483775,,,50.90975862496998
one_pass,adam,3667249,0,4194304,0,spectral-old,bucket,5,2,0,15,19169295,0.1,1,0.5974514238187112,0.5849786885442064,0.18048320147755773,,,116.31263266596943
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,5,2,0,15,12780360,0.001,0,0.784125566482544,0.7554447619475421,0.279975042171543,,,23.852353791939095
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,5,2,0,15,12780360,0.001,0,0.6056617982685566,0.526044036356069,0.17396861250168927,,,50.14443587500136
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,5,2,0,15,12780360,0.001,0,0.4809527676261496,0.4621091266898674,0.150101789855971,0.4673943281669989,0.15204525283281964,115.14211687492207
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,5,2,0,15,12780360,0.001,1,0.7115180939435959,0.6912373660429267,0.24892213342617345,,,23.527885291026905
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,5,2,0,15,12780360,0.001,1,0.5766928028315306,0.5161028030973877,0.17000306977638785,,,49.64897754101548
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,5,2,0,15,12780360,0.001,1,0.4778199959837366,0.4618730635005174,0.15002934662070905,0.46721246432879965,0.15198668719862227,113.44266362499911
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,5,2,0,15,12780360,0.01,0,0.6733210235834122,0.5548131310146127,0.1850232220302652,0.5607020662631352,0.18760310713134487,24.135239124996588
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,5,2,0,15,12780360,0.01,0,0.5097995195537806,0.4838497552328837,0.15773537060800727,0.48953364470859595,0.15979568286738607,47.38006204192061
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,5,2,0,15,12780360,0.01,0,0.471639996743761,0.46444610985729007,0.15085089853230774,,,91.42705037491396
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,5,2,0,15,12780360,0.01,1,0.6271830499172211,0.549021861946152,0.18235573213505304,0.554113987369487,0.18461094046693954,20.699796375003643
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,5,2,0,15,12780360,0.01,1,0.505744808819145,0.4826982146030715,0.1573910821312795,0.48810256986640954,0.15935953710209624,39.54609954205807
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,5,2,0,15,12780360,0.01,1,0.4785145901842043,0.4756266981407154,0.15462378368475607,,,79.87505991698708
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,5,2,0,15,12780360,0.1,0,0.7041877508163452,0.6131527433350528,0.18926383693595647,,,20.486193750053644
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,5,2,0,15,12780360,0.1,0,0.6550191370770335,0.5880781759556242,0.1863147726004166,,,39.22478391707409
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,5,2,0,15,12780360,0.1,0,0.5876217421609908,0.5787568076795102,0.1807696889534969,,,79.45188641699497
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,5,2,0,15,12780360,0.1,1,0.7214794456958771,0.642073837210498,0.19126282844328776,,,18.148663667030632
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,5,2,0,15,12780360,0.1,1,0.658360387198627,0.6236177327702722,0.18971815405715975,,,35.629231750033796
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,5,2,0,15,12780360,0.1,1,0.5957348459633067,0.5797102552974492,0.18059176023686616,,,74.77067958307452
