target_kind,complexity,target_seed,noise_std,model,dim,lr,init_seed,batch_size,step,train_size,val_rmse,test_rmse
monotone,10,5,0.0,monotone,5,0.001,0,32,100,3200,0.5163739919662476,0.5139491558074951
monotone,10,5,0.0,monotone,5,0.001,0,32,200,6400,0.4236491620540619,0.4214296042919159
monotone,10,5,0.0,monotone,5,0.001,1,32,1,32,0.6854130029678345,0.6830979585647583
monotone,10,5,0.0,monotone,5,0.001,1,32,2,64,0.6839150190353394,0.6815428733825684
monotone,10,5,0.0,monotone,5,0.001,1,32,5,160,0.6795251369476318,0.6769851446151733
monotone,10,5,0.0,monotone,5,0.001,1,32,10,320,0.6724759340286255,0.6698052883148193
monotone,10,5,0.0,monotone,5,0.001,1,32,20,640,0.6588915586471558,0.6562095880508423
monotone,10,5,0.0,monotone,5,0.001,1,32,50,1600,0.619401216506958,0.6160480380058289
monotone,10,5,0.0,monotone,5,0.001,1,32,100,3200,0.5589443445205688,0.5563021898269653
monotone,10,5,0.0,monotone,5,0.001,1,32,200,6400,0.45810598134994507,0.4552302956581116
monotone,10,5,0.0,monotone,5,0.01,0,32,1,32,0.6225540637969971,0.6197444796562195
monotone,10,5,0.0,monotone,5,0.01,0,32,2,64,0.6094505786895752,0.6063317060470581
monotone,10,5,0.0,monotone,5,0.01,0,32,5,160,0.5741668939590454,0.5694901347160339
monotone,10,5,0.0,monotone,5,0.01,0,32,10,320,0.5234264135360718,0.5175118446350098
monotone,10,5,0.0,monotone,5,0.01,0,32,20,640,0.41343021392822266,0.4102182686328888
monotone,10,5,0.0,monotone,5,0.01,0,32,50,1600,0.23257394134998322,0.23213282227516174
monotone,10,5,0.0,monotone,5,0.01,0,32,100,3200,0.18788035213947296,0.18637484312057495
monotone,10,5,0.0,monotone,5,0.01,0,32,200,6400,0.18934820592403412,0.187381312251091
monotone,10,5,0.0,monotone,5,0.01,1,32,1,32,0.6720937490463257,0.6691439151763916
monotone,10,5,0.0,monotone,5,0.01,1,32,2,64,0.6582983732223511,0.6547873020172119
monotone,10,5,0.0,monotone,5,0.01,1,32,5,160,0.6210372447967529,0.6163061261177063
monotone,10,5,0.0,monotone,5,0.01,1,32,10,320,0.5572259426116943,0.5531889200210571
monotone,10,5,0.0,monotone,5,0.01,1,32,20,640,0.44548261165618896,0.44419047236442566
monotone,10,5,0.0,monotone,5,0.01,1,32,50,1600,0.25044527649879456,0.250672847032547
monotone,10,5,0.0,monotone,5,0.01,1,32,100,3200,0.18652133643627167,0.1848788559436798
monotone,10,5,0.0,monotone,5,0.01,1,32,200,6400,0.1670874059200287,0.16525056958198547
monotone,10,5,0.0,monotone,5,0.1,0,32,1,32,0.5675516724586487,0.5580607652664185
monotone,10,5,0.0,monotone,5,0.1,0,32,2,64,0.4089358448982239,0.40423882007598877
monotone,10,5,0.0,monotone,5,0.1,0,32,5,160,0.21756644546985626,0.21943078935146332
monotone,10,5,0.0,monotone,5,0.1,0,32,10,320,0.22857412695884705,0.22638913989067078
monotone,10,5,0.0,monotone,5,0.1,0,32,20,640,0.24900762736797333,0.2462863177061081
monotone,10,5,0.0,monotone,5,0.1,0,32,50,1600,0.20054569840431213,0.19888803362846375
monotone,10,5,0.0,monotone,5,0.1,0,32,100,3200,0.20088720321655273,0.19780704379081726
monotone,10,5,0.0,monotone,5,0.1,0,32,200,6400,0.1909865438938141,0.18923045694828033
monotone,10,5,0.0,monotone,5,0.1,1,32,1,32,0.5804523825645447,0.5725871324539185
monotone,10,5,0.0,monotone,5,0.1,1,32,2,64,0.44304531812667847,0.4383831024169922
monotone,10,5,0.0,monotone,5,0.1,1,32,5,160,0.2540748417377472,0.24901267886161804
monotone,10,5,0.0,monotone,5,0.1,1,32,10,320,0.23589570820331573,0.2353893518447876
monotone,10,5,0.0,monotone,5,0.1,1,32,20,640,0.2385650873184204,0.23701278865337372
monotone,10,5,0.0,monotone,5,0.1,1,32,50,1600,0.19767355918884277,0.1963428556919098
monotone,10,5,0.0,monotone,5,0.1,1,32,100,3200,0.19309358298778534,0.1934627741575241
monotone,10,5,0.0,monotone,5,0.1,1,32,200,6400,0.21047458052635193,0.20685507357120514
general,10,6,0.0,unconstrained,5,0.0001,0,32,1,32,1.665763020515442,1.662950873374939
general,10,6,0.0,unconstrained,5,0.0001,0,32,2,64,1.6649806499481201,1.662166714668274
general,10,6,0.0,unconstrained,5,0.0001,0,32,5,160,1.662619709968567,1.6597999334335327
general,10,6,0.0,unconstrained,5,0.0001,0,32,10,320,1.6586993932724,1.6558682918548584
general,10,6,0.0,unconstrained,5,0.0001,0,32,20,640,1.6510437726974487,1.6481964588165283
general,10,6,0.0,unconstrained,5,0.0001,0,32,50,1600,1.629292368888855,1.6264078617095947
general,10,6,0.0,unconstrained,5,0.0001,0,32,100,3200,1.5952047109603882,1.5922834873199463
general,10,6,0.0,unconstrained,5,0.0001,0,32,200,6400,1.5298635959625244,1.5269050598144531
general,10,6,0.0,unconstrained,5,0.0001,1,32,1,32,1.3434813022613525,1.3624563217163086
general,10,6,0.0,unconstrained,5,0.0001,1,32,2,64,1.3430854082107544,1.362041711807251
general,10,6,0.0,unconstrained,5,0.0001,1,32,5,160,1.3419668674468994,1.3608707189559937
general,10,6,0.0,unconstrained,5,0.0001,1,32,10,320,1.3401418924331665,1.3589602708816528
general,10,6,0.0,unconstrained,5,0.0001,1,32,20,640,1.3367472887039185,1.3554061651229858
general,10,6,0.0,unconstrained,5,0.0001,1,32,50,1600,1.3273056745529175,1.3455069065093994
general,10,6,0.0,unconstrained,5,0.0001,1,32,100,3200,1.310995101928711,1.3283607959747314
general,10,6,0.0,unconstrained,5,0.0001,1,32,200,6400,1.2853031158447266,1.3012363910675049
general,10,6,0.0,unconstrained,5,0.001,0,32,1,32,1.658565878868103,1.655732274055481
general,10,6,0.0,unconstrained,5,0.001,0,32,2,64,1.6508041620254517,1.647953987121582
general,10,6,0.0,unconstrained,5,0.001,0,32,5,160,1.6276288032531738,1.6247292757034302
general,10,6,0.0,unconstrained,5,0.001,0,32,10,320,1.5902518033981323,1.5872790813446045
general,10,6,0.0,unconstrained,5,0.001,0,32,20,640,1.5220575332641602,1.5190991163253784
general,10,6,0.0,unconstrained,5,0.001,0,32,50,1600,1.37856125831604,1.376301884651184
general,10,6,0.0,unconstrained,5,0.001,0,32,100,3200,1.2538360357284546,1.2525460720062256
general,10,6,0.0,unconstrained,5,0.001,0,32,200,6400,1.0718302726745605,1.0686585903167725
general,10,6,0.0,unconstrained,5,0.001,1,32,1,32,1.3399345874786377,1.358742356300354
general,10,6,0.0,unconstrained,5,0.001,1,32,2,64,1.3360527753829956,1.3546745777130127
general,10,6,0.0,unconstrained,5,0.001,1,32,5,160,1.3255045413970947,1.3436075448989868
general,10,6,0.0,unconstrained,5,0.001,1,32,10,320,1.309328317642212,1.3265937566757202
general,10,6,0.0,unconstrained,5,0.001,1,32,20,640,1.2830008268356323,1.2987662553787231
general,10,6,0.0,unconstrained,5,0.001,1,32,50,1600,1.2313532829284668,1.2434754371643066
general,10,6,0.0,unconstrained,5,0.001,1,32,100,3200,1.1827300786972046,1.1893930435180664
general,10,6,0.0,unconstrained,5,0.001,1,32,200,6400,1.1599915027618408,1.1625041961669922
general,10,6,0.0,unconstrained,5,0.01,0,32,1,32,1.5887374877929688,1.5857383012771606
general,10,6,0.0,unconstrained,5,0.01,0,32,2,64,1.519022822380066,1.5160459280014038
general,10,6,0.0,unconstrained,5,0.01,0,32,5,160,1.3607487678527832,1.3587639331817627
general,10,6,0.0,unconstrained,5,0.01,0,32,10,320,1.226906657218933,1.2263816595077515
general,10,6,0.0,unconstrained,5,0.01,0,32,20,640,1.0486395359039307,1.0483427047729492
general,10,6,0.0,unconstrained,5,0.01,0,32,50,1600,0.9329599142074585,0.9305899143218994
general,10,6,0.0,unconstrained,5,0.01,0,32,100,3200,0.8630176782608032,0.8639975190162659
general,10,6,0.0,unconstrained,5,0.01,0,32,200,6400,0.754880428314209,0.7558301687240601
general,10,6,0.0,unconstrained,5,0.01,1,32,1,32,1.307321548461914,1.3244632482528687
general,10,6,0.0,unconstrained,5,0.01,1,32,2,64,1.2770241498947144,1.292353868484497
general,10,6,0.0,unconstrained,5,0.01,1,32,5,160,1.2241102457046509,1.2354520559310913
general,10,6,0.0,unconstrained,5,0.01,1,32,10,320,1.1762853860855103,1.1817744970321655
general,10,6,0.0,unconstrained,5,0.01,1,32,20,640,1.1612038612365723,1.1620769500732422
general,10,6,0.0,unconstrained,5,0.01,1,32,50,1600,1.1602411270141602,1.1598117351531982
general,10,6,0.0,unconstrained,5,0.01,1,32,100,3200,1.1546597480773926,1.1517006158828735
general,10,6,0.0,unconstrained,5,0.01,1,32,200,6400,1.005128026008606,1.0073593854904175
general,10,6,0.0,unconstrained,5,0.1,0,32,1,32,1.2372361421585083,1.2384411096572876
general,10,6,0.0,unconstrained,5,0.1,0,32,2,64,1.093229055404663,1.0933476686477661
general,10,6,0.0,unconstrained,5,0.1,0,32,5,160,0.9634459018707275,0.9572380185127258
general,10,6,0.0,unconstrained,5,0.1,0,32,10,320,0.9105316996574402,0.9081971645355225
general,10,6,0.0,unconstrained,5,0.1,0,32,20,640,0.8259661793708801,0.8347643613815308
general,10,6,0.0,unconstrained,5,0.1,0,32,50,1600,0.6184117197990417,0.6165854334831238
general,10,6,0.0,unconstrained,5,0.1,0,32,100,3200,0.4446294605731964,0.4433164596557617
general,10,6,0.0,unconstrained,5,0.1,0,32,200,6400,0.32506150007247925,0.32505741715431213
general,10,6,0.0,unconstrained,5,0.1,1,32,1,32,1.2452760934829712,1.2546966075897217
general,10,6,0.0,unconstrained,5,0.1,1,32,2,64,1.2187309265136719,1.221908688545227
general,10,6,0.0,unconstrained,5,0.1,1,32,5,160,1.2028554677963257,1.218794584274292
general,10,6,0.0,unconstrained,5,0.1,1,32,10,320,1.4591522216796875,1.443033218383789
general,10,6,0.0,unconstrained,5,0.1,1,32,20,640,0.9692655801773071,0.9756098985671997
general,10,6,0.0,unconstrained,5,0.1,1,32,50,1600,0.7108515501022339,0.7161147594451904
general,10,6,0.0,unconstrained,5,0.1,1,32,100,3200,0.5538620948791504,0.5555192828178406
general,10,6,0.0,unconstrained,5,0.1,1,32,200,6400,0.3424237072467804,0.3390636146068573
monotone,10,6,0.0,unconstrained,5,0.0001,0,32,1,32,1.7663806676864624,1.7787028551101685
monotone,10,6,0.0,unconstrained,5,0.0001,0,32,2,64,1.7653779983520508,1.7776920795440674
monotone,10,6,0.0,unconstrained,5,0.0001,0,32,5,160,1.7623316049575806,1.7746200561523438
monotone,10,6,0.0,unconstrained,5,0.0001,0,32,10,320,1.7573000192642212,1.7695461511611938
monotone,10,6,0.0,unconstrained,5,0.0001,0,32,20,640,1.7476224899291992,1.7597875595092773
monotone,10,6,0.0,unconstrained,5,0.0001,0,32,50,1600,1.7177327871322632,1.7296515703201294
monotone,10,6,0.0,unconstrained,5,0.0001,0,32,100,3200,1.668653130531311,1.680173397064209
monotone,10,6,0.0,unconstrained,5,0.0001,0,32,200,6400,1.5717332363128662,1.5824729204177856
monotone,10,6,0.0,unconstrained,5,0.0001,1,32,1,32,0.2740301787853241,0.2743244767189026
monotone,10,6,0.0,unconstrained,5,0.0001,1,32,2,64,0.2733602523803711,0.27364909648895264
monotone,10,6,0.0,unconstrained,5,0.0001,1,32,5,160,0.27140024304389954,0.27167460322380066
monotone,10,6,0.0,unconstrained,5,0.0001,1,32,10,320,0.2681945264339447,0.26844730973243713
monotone,10,6,0.0,unconstrained,5,0.0001,1,32,20,640,0.2619284987449646,0.26214438676834106
monotone,10,6,0.0,unconstrained,5,0.0001,1,32,50,1600,0.2435530722141266,0.2436513751745224
monotone,10,6,0.0,unconstrained,5,0.0001,1,32,100,3200,0.21824586391448975,0.2182396948337555
monotone,10,6,0.0,unconstrained,5,0.0001,1,32,200,6400,0.1811894178390503,0.18115617334842682
monotone,10,6,0.0,unconstrained,5,0.001,0,32,1,32,1.7571964263916016,1.7694402933120728
monotone,10,6,0.0,unconstrained,5,0.001,0,32,2,64,1.747177004814148,1.7593389749526978
monotone,10,6,0.0,unconstrained,5,0.001,0,32,5,160,1.7168025970458984,1.72870934009552
monotone,10,6,0.0,unconstrained,5,0.001,0,32,10,320,1.6670448780059814,1.6785318851470947
monotone,10,6,0.0,unconstrained,5,0.001,0,32,20,640,1.5729249715805054,1.5836378335952759
monotone,10,6,0.0,unconstrained,5,0.001,0,32,50,1600,1.3052397966384888,1.3141376972198486
monotone,10,6,0.0,unconstrained,5,0.001,0,32,100,3200,1.0344699621200562,1.0433465242385864
monotone,10,6,0.0,unconstrained,5,0.001,0,32,200,6400,0.7537580132484436,0.7618950009346008
monotone,10,6,0.0,unconstrained,5,0.001,1,32,1,32,0.26800817251205444,0.26824912428855896
monotone,10,6,0.0,unconstrained,5,0.001,1,32,2,64,0.26146742701530457,0.2616555988788605
monotone,10,6,0.0,unconstrained,5,0.001,1,32,5,160,0.2429642379283905,0.24302858114242554
monotone,10,6,0.0,unconstrained,5,0.001,1,32,10,320,0.21527069807052612,0.2152203470468521
monotone,10,6,0.0,unconstrained,5,0.001,1,32,20,640,0.17455540597438812,0.17463544011116028
monotone,10,6,0.0,unconstrained,5,0.001,1,32,50,1600,0.1501629650592804,0.15116551518440247
monotone,10,6,0.0,unconstrained,5,0.001,1,32,100,3200,0.1404169201850891,0.14092673361301422
monotone,10,6,0.0,unconstrained,5,0.001,1,32,200,6400,0.10229615867137909,0.10238558799028397
monotone,10,6,0.0,unconstrained,5,0.01,0,32,1,32,1.6664340496063232,1.677894115447998
monotone,10,6,0.0,unconstrained,5,0.01,0,32,2,64,1.567867398262024,1.5785446166992188
monotone,10,6,0.0,unconstrained,5,0.01,0,32,5,160,1.2966256141662598,1.3055472373962402
monotone,10,6,0.0,unconstrained,5,0.01,0,32,10,320,1.0309600830078125,1.0401469469070435
monotone,10,6,0.0,unconstrained,5,0.01,0,32,20,640,0.7754617929458618,0.7839792370796204
monotone,10,6,0.0,unconstrained,5,0.01,0,32,50,1600,0.20267266035079956,0.2054973989725113
monotone,10,6,0.0,unconstrained,5,0.01,0,32,100,3200,0.12334053218364716,0.1233787015080452
monotone,10,6,0.0,unconstrained,5,0.01,0,32,200,6400,0.10810010880231857,0.10811454802751541
monotone,10,6,0.0,unconstrained,5,0.01,1,32,1,32,0.2149256318807602,0.21470099687576294
monotone,10,6,0.0,unconstrained,5,0.01,1,32,2,64,0.17539721727371216,0.17504113912582397
monotone,10,6,0.0,unconstrained,5,0.01,1,32,5,160,0.1770268976688385,0.17885857820510864
monotone,10,6,0.0,unconstrained,5,0.01,1,32,10,320,0.15068764984607697,0.15210378170013428
monotone,10,6,0.0,unconstrained,5,0.01,1,32,20,640,0.12466234713792801,0.12461094558238983
monotone,10,6,0.0,unconstrained,5,0.01,1,32,50,1600,0.09450569748878479,0.09448286890983582
monotone,10,6,0.0,unconstrained,5,0.01,1,32,100,3200,0.09180017560720444,0.09166005998849869
monotone,10,6,0.0,unconstrained,5,0.01,1,32,200,6400,0.05756488814949989,0.05757876858115196
monotone,10,6,0.0,unconstrained,5,0.1,0,32,1,32,1.1818650960922241,1.1899287700653076
monotone,10,6,0.0,unconstrained,5,0.1,0,32,2,64,1.046302080154419,1.0561702251434326
monotone,10,6,0.0,unconstrained,5,0.1,0,32,5,160,0.5118703246116638,0.5136904716491699
monotone,10,6,0.0,unconstrained,5,0.1,0,32,10,320,0.49024099111557007,0.4878689646720886
monotone,10,6,0.0,unconstrained,5,0.1,0,32,20,640,0.21470345556735992,0.21662722527980804
monotone,10,6,0.0,unconstrained,5,0.1,0,32,50,1600,0.11565707623958588,0.1159566193819046
monotone,10,6,0.0,unconstrained,5,0.1,0,32,100,3200,0.11253192275762558,0.11286669224500656
monotone,10,6,0.0,unconstrained,5,0.1,0,32,200,6400,0.06706226617097855,0.06745398044586182
monotone,10,6,0.0,unconstrained,5,0.1,1,32,1,32,0.3670489490032196,0.3683614134788513
monotone,10,6,0.0,unconstrained,5,0.1,1,32,2,64,0.26739150285720825,0.2688283324241638
monotone,10,6,0.0,unconstrained,5,0.1,1,32,5,160,0.15573449432849884,0.15578106045722961
monotone,10,6,0.0,unconstrained,5,0.1,1,32,10,320,0.18918044865131378,0.1898512989282608
monotone,10,6,0.0,unconstrained,5,0.1,1,32,20,640,0.10472933948040009,0.10525055974721909
monotone,10,6,0.0,unconstrained,5,0.1,1,32,50,1600,0.12762044370174408,0.1292518824338913
monotone,10,6,0.0,unconstrained,5,0.1,1,32,100,3200,0.12344431132078171,0.12458903342485428
monotone,10,6,0.0,unconstrained,5,0.1,1,32,200,6400,0.07336325943470001,0.07367002964019775
monotone,10,6,0.0,monotone,5,0.0001,0,32,1,32,0.5778213739395142,0.5846126079559326
monotone,10,6,0.0,monotone,5,0.0001,0,32,2,64,0.5776850581169128,0.5844748616218567
monotone,10,6,0.0,monotone,5,0.0001,0,32,5,160,0.5772945880889893,0.5840820074081421
monotone,10,6,0.0,monotone,5,0.0001,0,32,10,320,0.576654314994812,0.5834379196166992
monotone,10,6,0.0,monotone,5,0.0001,0,32,20,640,0.5754032135009766,0.5821777582168579
monotone,10,6,0.0,monotone,5,0.0001,0,32,50,1600,0.5714228749275208,0.5781587958335876
monotone,10,6,0.0,monotone,5,0.0001,0,32,100,3200,0.564754843711853,0.5714181661605835
monotone,10,6,0.0,monotone,5,0.0001,0,32,200,6400,0.5518178939819336,0.5583527684211731
monotone,10,6,0.0,monotone,5,0.0001,1,32,1,32,0.6274229884147644,0.6346395611763
monotone,10,6,0.0,monotone,5,0.0001,1,32,2,64,0.6272899508476257,0.6345058679580688
monotone,10,6,0.0,monotone,5,0.0001,1,32,5,160,0.626876175403595,0.634088397026062
monotone,10,6,0.0,monotone,5,0.0001,1,32,10,320,0.6261757612228394,0.6333814859390259
monotone,10,6,0.0,monotone,5,0.0001,1,32,20,640,0.6247729063034058,0.6319641470909119
monotone,10,6,0.0,monotone,5,0.0001,1,32,50,1600,0.6206587553024292,0.6278153657913208
monotone,10,6,0.0,monotone,5,0.0001,1,32,100,3200,0.6136744022369385,0.6207593679428101
monotone,10,6,0.0,monotone,5,0.0001,1,32,200,6400,0.6004998683929443,0.607468843460083
monotone,10,6,0.0,monotone,5,0.001,0,32,1,32,0.5767118334770203,0.5835015177726746
monotone,10,6,0.0,monotone,5,0.001,0,32,2,64,0.575344979763031,0.5821197628974915
monotone,10,6,0.0,monotone,5,0.001,0,32,5,160,0.57147216796875,0.5782229900360107
monotone,10,6,0.0,monotone,5,0.001,0,32,10,320,0.565192461013794,0.571903645992279
monotone,10,6,0.0,monotone,5,0.001,0,32,20,640,0.5529535412788391,0.5595682859420776
monotone,10,6,0.0,monotone,5,0.001,0,32,50,1600,0.5150290131568909,0.5212499499320984
monotone,10,6,0.0,monotone,5,0.001,0,32,100,3200,0.458866149187088,0.46449440717697144
monotone,10,6,0.0,monotone,5,0.001,0,32,200,6400,0.367350697517395,0.37210312485694885
monotone,10,6,0.0,monotone,5,0.001,1,32,1,32,0.626246452331543,0.6334589719772339
monotone,10,6,0.0,monotone,5,0.001,1,32,2,64,0.6249282956123352,0.6321344375610352
monotone,10,6,0.0,monotone,5,0.001,1,32,5,160,0.6207720637321472,0.6279394030570984
monotone,10,6,0.0,monotone,5,0.001,1,32,10,320,0.6137971878051758,0.6208980679512024
monotone,10,6,0.0,monotone,5,0.001,1,32,20,640,0.6000630855560303,0.6070187091827393
monotone,10,6,0.0,monotone,5,0.001,1,32,50,1600,0.5611221194267273,0.5677570700645447
monotone,10,6,0.0,monotone,5,0.001,1,32,100,3200,0.50149005651474,0.5074824094772339
monotone,10,6,0.0,monotone,5,0.001,1,32,200,6400,0.38187292218208313,0.38693079352378845
monotone,10,6,0.0,monotone,5,0.01,0,32,1,32,0.5665493607521057,0.5733141899108887
monotone,10,6,0.0,monotone,5,0.01,0,32,2,64,0.5524348616600037,0.5590531826019287
monotone,10,6,0.0,monotone,5,0.01,0,32,5,160,0.5157425999641418,0.5220819115638733
monotone,10,6,0.0,monotone,5,0.01,0,32,10,320,0.4582386910915375,0.4640907645225525
monotone,10,6,0.0,monotone,5,0.01,0,32,20,640,0.3546792268753052,0.35943034291267395
monotone,10,6,0.0,monotone,5,0.01,0,32,50,1600,0.1935693770647049,0.19614413380622864
monotone,10,6,0.0,monotone,5,0.01,0,32,100,3200,0.15365098416805267,0.15453381836414337
monotone,10,6,0.0,monotone,5,0.01,0,32,200,6400,0.15341816842556,0.15402859449386597
monotone,10,6,0.0,monotone,5,0.01,1,32,1,32,0.6150424480438232,0.6222090125083923
monotone,10,6,0.0,monotone,5,0.01,1,32,2,64,0.6033737659454346,0.610471248626709
monotone,10,6,0.0,monotone,5,0.01,1,32,5,160,0.5602103471755981,0.566830575466156
monotone,10,6,0.0,monotone,5,0.01,1,32,10,320,0.4973452389240265,0.5032497048377991
monotone,10,6,0.0,monotone,5,0.01,1,32,20,640,0.38805079460144043,0.3928684592247009
monotone,10,6,0.0,monotone,5,0.01,1,32,50,1600,0.20261210203170776,0.20514827966690063
monotone,10,6,0.0,monotone,5,0.01,1,32,100,3200,0.15408486127853394,0.1545487940311432
monotone,10,6,0.0,monotone,5,0.01,1,32,200,6400,0.13950984179973602,0.14031833410263062
monotone,10,6,0.0,monotone,5,0.1,0,32,1,32,0.5482058525085449,0.553896963596344
monotone,10,6,0.0,monotone,5,0.1,0,32,2,64,0.35902318358421326,0.36393603682518005
monotone,10,6,0.0,monotone,5,0.1,0,32,5,160,0.18802006542682648,0.18815967440605164
monotone,10,6,0.0,monotone,5,0.1,0,32,10,320,0.2166016548871994,0.21672135591506958
monotone,10,6,0.0,monotone,5,0.1,0,32,20,640,0.19538849592208862,0.1965043991804123
monotone,10,6,0.0,monotone,5,0.1,0,32,50,1600,0.1214219480752945,0.12132148444652557
monotone,10,6,0.0,monotone,5,0.1,0,32,100,3200,0.10515377670526505,0.10535989701747894
monotone,10,6,0.0,monotone,5,0.1,0,32,200,6400,0.09428691864013672,0.0945846438407898
monotone,10,6,0.0,monotone,5,0.1,1,32,1,32,0.5480309128761292,0.5542792677879333
monotone,10,6,0.0,monotone,5,0.1,1,32,2,64,0.3897935748100281,0.39503225684165955
monotone,10,6,0.0,monotone,5,0.1,1,32,5,160,0.20370471477508545,0.204315185546875
monotone,10,6,0.0,monotone,5,0.1,1,32,10,320,0.21344023942947388,0.21313564479351044
monotone,10,6,0.0,monotone,5,0.1,1,32,20,640,0.2020934373140335,0.20169194042682648
monotone,10,6,0.0,monotone,5,0.1,1,32,50,1600,0.13486923277378082,0.13582399487495422
monotone,10,6,0.0,monotone,5,0.1,1,32,100,3200,0.10322695970535278,0.10345961898565292
monotone,10,6,0.0,monotone,5,0.1,1,32,200,6400,0.10066389292478561,0.10073678940534592
general,10,7,0.0,unconstrained,5,0.0001,0,32,1,32,1.1515727043151855,1.151431918144226
general,10,7,0.0,unconstrained,5,0.0001,0,32,2,64,1.1506872177124023,1.1505478620529175
general,10,7,0.0,unconstrained,5,0.0001,0,32,5,160,1.1481096744537354,1.1479721069335938
general,10,7,0.0,unconstrained,5,0.0001,0,32,10,320,1.1438558101654053,1.1437203884124756
general,10,7,0.0,unconstrained,5,0.0001,0,32,20,640,1.135532021522522,1.1354029178619385
general,10,7,0.0,unconstrained,5,0.0001,0,32,50,1600,1.1097133159637451,1.1096203327178955
general,10,7,0.0,unconstrained,5,0.0001,0,32,100,3200,1.068640947341919,1.0686439275741577
general,10,7,0.0,unconstrained,5,0.0001,0,32,200,6400,0.9934508800506592,0.993647038936615
general,10,7,0.0,unconstrained,5,0.0001,1,32,1,32,0.9108576774597168,0.917742908000946
general,10,7,0.0,unconstrained,5,0.0001,1,32,2,64,0.9102669954299927,0.9171509146690369
general,10,7,0.0,unconstrained,5,0.0001,1,32,5,160,0.9085380434989929,0.9154178500175476
general,10,7,0.0,unconstrained,5,0.0001,1,32,10,320,0.905644953250885,0.9125163555145264
general,10,7,0.0,unconstrained,5,0.0001,1,32,20,640,0.899888277053833,0.906743049621582
general,10,7,0.0,unconstrained,5,0.0001,1,32,50,1600,0.8825640082359314,0.889375627040863
general,10,7,0.0,unconstrained,5,0.0001,1,32,100,3200,0.8562081456184387,0.862930178642273
general,10,7,0.0,unconstrained,5,0.0001,1,32,200,6400,0.8112473487854004,0.8178343176841736
general,10,7,0.0,unconstrained,5,0.001,0,32,1,32,1.1434354782104492,1.1433113813400269
general,10,7,0.0,unconstrained,5,0.001,0,32,2,64,1.1346293687820435,1.134520173072815
general,10,7,0.0,unconstrained,5,0.001,0,32,5,160,1.1091893911361694,1.1091047525405884
general,10,7,0.0,unconstrained,5,0.001,0,32,10,320,1.0680007934570312,1.067960500717163
general,10,7,0.0,unconstrained,5,0.001,0,32,20,640,0.9915380477905273,0.9916600584983826
general,10,7,0.0,unconstrained,5,0.001,0,32,50,1600,0.8065794110298157,0.8078536987304688
general,10,7,0.0,unconstrained,5,0.001,0,32,100,3200,0.6603736281394958,0.6639868021011353
general,10,7,0.0,unconstrained,5,0.001,0,32,200,6400,0.5219100713729858,0.5267663598060608
general,10,7,0.0,unconstrained,5,0.001,1,32,1,32,0.9054273366928101,0.9123029708862305
general,10,7,0.0,unconstrained,5,0.001,1,32,2,64,0.89957594871521,0.9064380526542664
general,10,7,0.0,unconstrained,5,0.001,1,32,5,160,0.8827141523361206,0.8895364999771118
general,10,7,0.0,unconstrained,5,0.001,1,32,10,320,0.8554044365882874,0.862143874168396
general,10,7,0.0,unconstrained,5,0.001,1,32,20,640,0.8065699338912964,0.8131401538848877
general,10,7,0.0,unconstrained,5,0.001,1,32,50,1600,0.7145805954933167,0.7205875515937805
general,10,7,0.0,unconstrained,5,0.001,1,32,100,3200,0.6648054718971252,0.6698400378227234
general,10,7,0.0,unconstrained,5,0.001,1,32,200,6400,0.6443313956260681,0.6489191055297852
general,10,7,0.0,unconstrained,5,0.01,0,32,1,32,1.0639082193374634,1.063991665840149
general,10,7,0.0,unconstrained,5,0.01,0,32,2,64,0.9830478429794312,0.9834155440330505
general,10,7,0.0,unconstrained,5,0.01,0,32,5,160,0.7903001308441162,0.7919190526008606
general,10,7,0.0,unconstrained,5,0.01,0,32,10,320,0.6082845330238342,0.6126276254653931
general,10,7,0.0,unconstrained,5,0.01,0,32,20,640,0.47989216446876526,0.4850795865058899
general,10,7,0.0,unconstrained,5,0.01,0,32,50,1600,0.4363747537136078,0.4406277537345886
general,10,7,0.0,unconstrained,5,0.01,0,32,100,3200,0.3959886133670807,0.39735451340675354
general,10,7,0.0,unconstrained,5,0.01,0,32,200,6400,0.3061365783214569,0.307528555393219
general,10,7,0.0,unconstrained,5,0.01,1,32,1,32,0.8531548976898193,0.8599399328231812
general,10,7,0.0,unconstrained,5,0.01,1,32,2,64,0.8036344051361084,0.8102681040763855
general,10,7,0.0,unconstrained,5,0.01,1,32,5,160,0.7128717303276062,0.718794047832489
general,10,7,0.0,unconstrained,5,0.01,1,32,10,320,0.6601982116699219,0.6646789908409119
general,10,7,0.0,unconstrained,5,0.01,1,32,20,640,0.6390309929847717,0.6431252360343933
general,10,7,0.0,unconstrained,5,0.01,1,32,50,1600,0.5585016012191772,0.5632218718528748
general,10,7,0.0,unconstrained,5,0.01,1,32,100,3200,0.4155167043209076,0.4203217029571533
general,10,7,0.0,unconstrained,5,0.01,1,32,200,6400,0.2723456621170044,0.27402371168136597
general,10,7,0.0,unconstrained,5,0.1,0,32,1,32,0.6309009790420532,0.6347566843032837
general,10,7,0.0,unconstrained,5,0.1,0,32,2,64,0.47940483689308167,0.4835484027862549
general,10,7,0.0,unconstrained,5,0.1,0,32,5,160,0.45806577801704407,0.4616187810897827
