protocol,optimizer,preprocessor_sample_size,preprocessor_seed,phase,train_size,data_seed,model,dim,lr,init_seed,val_logloss,test_logloss,test_brier
one_pass,adam+sparseadam,3667249,0,tuning,16777216,0,linear-bucketed,0,0.001,6,0.4592567944255272,,
one_pass,adam+sparseadam,3667249,0,tuning,4096,0,linear-bucketed,0,0.001,7,0.6844441257986958,,
one_pass,adam+sparseadam,3667249,0,tuning,16384,0,linear-bucketed,0,0.001,7,0.6605004821607742,,
one_pass,adam+sparseadam,3667249,0,tuning,65536,0,linear-bucketed,0,0.001,7,0.5931456532157152,,
one_pass,adam+sparseadam,3667249,0,tuning,262144,0,linear-bucketed,0,0.001,7,0.5310128793948642,,
one_pass,adam+sparseadam,3667249,0,tuning,1048576,0,linear-bucketed,0,0.001,7,0.4861447602085749,,
one_pass,adam+sparseadam,3667249,0,tuning,4194304,0,linear-bucketed,0,0.001,7,0.46634497633585875,,
one_pass,adam+sparseadam,3667249,0,tuning,16777216,0,linear-bucketed,0,0.001,7,0.4592567944255272,,
one_pass,adam+sparseadam,3667249,0,tuning,4096,0,linear-bucketed,0,0.0019306977288832496,0,0.676619724390466,,
one_pass,adam+sparseadam,3667249,0,tuning,16384,0,linear-bucketed,0,0.0019306977288832496,0,0.6345562829175934,,
one_pass,adam+sparseadam,3667249,0,tuning,65536,0,linear-bucketed,0,0.0019306977288832496,0,0.5558994343397451,,
one_pass,adam+sparseadam,3667249,0,tuning,262144,0,linear-bucketed,0,0.0019306977288832496,0,0.5077311048282253,,
one_pass,adam+sparseadam,3667249,0,tuning,1048576,0,linear-bucketed,0,0.0019306977288832496,0,0.47495987222031893,,
one_pass,adam+sparseadam,3667249,0,tuning,4194304,0,linear-bucketed,0,0.0019306977288832496,0,0.46267177886437827,,
one_pass,adam+sparseadam,3667249,0,tuning,16777216,0,linear-bucketed,0,0.0019306977288832496,0,0.4582906644222233,,
one_pass,adam+sparseadam,3667249,0,tuning,4096,0,linear-bucketed,0,0.0019306977288832496,1,0.676619724390466,,
one_pass,adam+sparseadam,3667249,0,tuning,16384,0,linear-bucketed,0,0.0019306977288832496,1,0.6345562829175934,,
one_pass,adam+sparseadam,3667249,0,tuning,65536,0,linear-bucketed,0,0.0019306977288832496,1,0.5558994343397451,,
one_pass,adam+sparseadam,3667249,0,tuning,262144,0,linear-bucketed,0,0.0019306977288832496,1,0.5077311048282253,,
one_pass,adam+sparseadam,3667249,0,tuning,1048576,0,linear-bucketed,0,0.0019306977288832496,1,0.47495987222031893,,
one_pass,adam+sparseadam,3667249,0,tuning,4194304,0,linear-bucketed,0,0.0019306977288832496,1,0.46267177886437827,,
one_pass,adam+sparseadam,3667249,0,tuning,16777216,0,linear-bucketed,0,0.0019306977288832496,1,0.4582906644222233,,
one_pass,adam+sparseadam,3667249,0,tuning,4096,0,linear-bucketed,0,0.0019306977288832496,2,0.676619724390466,,
one_pass,adam+sparseadam,3667249,0,tuning,16384,0,linear-bucketed,0,0.0019306977288832496,2,0.6345562829175934,,
one_pass,adam+sparseadam,3667249,0,tuning,65536,0,linear-bucketed,0,0.0019306977288832496,2,0.5558994343397451,,
one_pass,adam+sparseadam,3667249,0,tuning,262144,0,linear-bucketed,0,0.0019306977288832496,2,0.5077311048282253,,
one_pass,adam+sparseadam,3667249,0,tuning,1048576,0,linear-bucketed,0,0.0019306977288832496,2,0.47495987222031893,,
one_pass,adam+sparseadam,3667249,0,tuning,4194304,0,linear-bucketed,0,0.0019306977288832496,2,0.46267177886437827,,
one_pass,adam+sparseadam,3667249,0,tuning,16777216,0,linear-bucketed,0,0.0019306977288832496,2,0.4582906644222233,,
one_pass,adam+sparseadam,3667249,0,tuning,4096,0,linear-bucketed,0,0.0019306977288832496,3,0.676619724390466,,
one_pass,adam+sparseadam,3667249,0,tuning,16384,0,linear-bucketed,0,0.0019306977288832496,3,0.6345562829175934,,
one_pass,adam+sparseadam,3667249,0,tuning,65536,0,linear-bucketed,0,0.0019306977288832496,3,0.5558994343397451,,
one_pass,adam+sparseadam,3667249,0,tuning,262144,0,linear-bucketed,0,0.0019306977288832496,3,0.5077311048282253,,
one_pass,adam+sparseadam,3667249,0,tuning,1048576,0,linear-bucketed,0,0.0019306977288832496,3,0.47495987222031893,,
one_pass,adam+sparseadam,3667249,0,tuning,4194304,0,linear-bucketed,0,0.0019306977288832496,3,0.46267177886437827,,
one_pass,adam+sparseadam,3667249,0,tuning,16777216,0,linear-bucketed,0,0.0019306977288832496,3,0.4582906644222233,,
one_pass,adam+sparseadam,3667249,0,tuning,4096,0,linear-bucketed,0,0.0019306977288832496,4,0.676619724390466,,
one_pass,adam+sparseadam,3667249,0,tuning,16384,0,linear-bucketed,0,0.0019306977288832496,4,0.6345562829175934,,
one_pass,adam+sparseadam,3667249,0,tuning,65536,0,linear-bucketed,0,0.0019306977288832496,4,0.5558994343397451,,
